processed,who_id,dataset,prop_id,keep,duplicate_record_id,who_region,country_territory_area,iso,iso_3166_1_numeric,admin_level,area_covered,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,comments,date_start,measure_stage,prev_measure_number,following_measure_number,date_end,reason_ended,targeted,enforcement,non_compliance_penalty,value_usd,percent_interest,date_entry,link,link_live,link_eng,source,source_type,alt_link,alt_link_live,alt_link_eng,source_alt,queries_comments
,JH_HIT_19u-La,JH_HIT,2435_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:22:15,,,,https://www.dropbox.com/s/qb8h1v5bzi864si/2435_school_closed.pdf?dl=1,,,,,	https://www.hillsboroschools.net/,
,JH_HIT_Ff5prz,JH_HIT,2436_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:24:23,,,,https://www.dropbox.com/s/eggvhr53a5jays4/2436_school_closed.pdf?dl=1,,,,,	franklinhigh.com/article/211268?org=franklin-cusd-1,
,JH_HIT_ki2Idb,JH_HIT,2436_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:24:23,,,,https://www.dropbox.com/s/eggvhr53a5jays4/2436_school_closed.pdf?dl=1,,,,,	franklinhigh.com/article/211268?org=franklin-cusd-1,
,JH_HIT_8S2DmF,JH_HIT,2437_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:27:19,,,,https://www.dropbox.com/s/uoi794se20ehi7i/2437_school_closed.pdf?dl=1,,,,,	https://www.okawvalley.org/article/209441?org=okaw-valley,
,JH_HIT_vb4H9P,JH_HIT,2437_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:27:19,,,,https://www.dropbox.com/s/uoi794se20ehi7i/2437_school_closed.pdf?dl=1,,,,,	https://www.okawvalley.org/article/209441?org=okaw-valley,
,JH_HIT_GEvbqE,JH_HIT,2438_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:29:11,,,,https://www.dropbox.com/s/g4qxh86qn63swx0/2438_school_closed.pdf?dl=1,,,,,	https://www.sullivan.k12.il.us/article/209365,
,JH_HIT_wfoUBv,JH_HIT,2438_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:29:11,,,,https://www.dropbox.com/s/g4qxh86qn63swx0/2438_school_closed.pdf?dl=1,,,,,	https://www.sullivan.k12.il.us/article/209365,
,JH_HIT_QenEbd,JH_HIT,2439_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:31:25,,,,https://www.dropbox.com/s/rgk4nsge94kj5a4/2439_school_closed.zip?dl=1,,,,,"	https://www.ocusd.net/corona/1298-school-closed-beginning-march-16-2020
	https://www.meridian223.org/vnews/display.v/SEC/Messages%20from%20Our%20Superintendent",
,JH_HIT_q49CT1,JH_HIT,2439_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:31:25,,,,https://www.dropbox.com/s/rgk4nsge94kj5a4/2439_school_closed.zip?dl=1,,,,,"	https://www.ocusd.net/corona/1298-school-closed-beginning-march-16-2020
	https://www.meridian223.org/vnews/display.v/SEC/Messages%20from%20Our%20Superintendent",
,JH_HIT_HGl47P,JH_HIT,2440_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:33:18,,,,https://www.dropbox.com/s/hfk41fazn4gtlpc/2440_school_closed.pdf?dl=1,,,,,	https://www.fvdistrict221.org/vnews/display.v/ART/5e627bf0484bf,
,JH_HIT_8KxM1q,JH_HIT,2440_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:33:18,,,,https://www.dropbox.com/s/hfk41fazn4gtlpc/2440_school_closed.pdf?dl=1,,,,,	https://www.fvdistrict221.org/vnews/display.v/ART/5e627bf0484bf,
,JH_HIT_qJVb9B,JH_HIT,2441_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:41:59,,,,https://www.dropbox.com/s/juumrstmnya1sr5/2441_school_closed.pdf?dl=1,,,,,	https://www.peoriapublicschools.org/site/Default.aspx?PageType=3&DomainID=1&PageID=1&ViewID=6446ee88-d30c-497e-9316-3f8874b3e108&FlexDataID=75891,
,JH_HIT_nZTnXH,JH_HIT,2441_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:41:59,,,,https://www.dropbox.com/s/juumrstmnya1sr5/2441_school_closed.pdf?dl=1,,,,,	https://www.peoriapublicschools.org/site/Default.aspx?PageType=3&DomainID=1&PageID=1&ViewID=6446ee88-d30c-497e-9316-3f8874b3e108&FlexDataID=75891,
,JH_HIT_ZLrtus,JH_HIT,2442_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:43:50,,,,https://www.dropbox.com/s/ibdxc7cpmm5sswt/2442_school_closed.pdf?dl=1,,,,,	https://www.duquoinschools.org/article/209404?org=duquoin-cusd-300,
,JH_HIT_XQ9-Az,JH_HIT,2442_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:43:50,,,,https://www.dropbox.com/s/ibdxc7cpmm5sswt/2442_school_closed.pdf?dl=1,,,,,	https://www.duquoinschools.org/article/209404?org=duquoin-cusd-300,
,JH_HIT_8Dhge5,JH_HIT,2443_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:47:01,,,,https://www.dropbox.com/s/nbpm5xc3ulw3mwf/2443_school_closed.zip?dl=1,,,,,"	https://www.dwschools.org/vnews/display.v/ART/5e6bffc36a467
	https://bement.socs.net/vnews/display.v/ART/5e6c05020c5cc",
,JH_HIT_XSYUy2,JH_HIT,2443_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:47:01,,,,https://www.dropbox.com/s/nbpm5xc3ulw3mwf/2443_school_closed.zip?dl=1,,,,,"	https://www.dwschools.org/vnews/display.v/ART/5e6bffc36a467
	https://bement.socs.net/vnews/display.v/ART/5e6c05020c5cc",
,JH_HIT_Fi0Jdz,JH_HIT,2444_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:52:34,,,,https://www.dropbox.com/s/ezwvb4px4vvp80r/2444_school_closed.zip?dl=1,,,,,"o	Barry 1 (renamed Western 12): March 13
	https://www.westerncusd12.org/
o	Griggsville Perry 4: March 13
	https://www.griggsvilleperry.org/vnews/display.v/ART/5e6eb67f6cf0a
o	Pikeland 10: March 13
	https://www.pikeland.net/live_feed
",
,JH_HIT_SD-MBw,JH_HIT,2444_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:52:34,,,,https://www.dropbox.com/s/ezwvb4px4vvp80r/2444_school_closed.zip?dl=1,,,,,"o	Barry 1 (renamed Western 12): March 13
	https://www.westerncusd12.org/
o	Griggsville Perry 4: March 13
	https://www.griggsvilleperry.org/vnews/display.v/ART/5e6eb67f6cf0a
o	Pikeland 10: March 13
	https://www.pikeland.net/live_feed
",
,JH_HIT_jVkTd3,JH_HIT,2445_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:54:11,,,,https://www.dropbox.com/s/76zoxs7ld75gf44/2445_school_closed.pdf?dl=1,,,,,	http://popek12.org/home,
,JH_HIT_IVB1QG,JH_HIT,2445_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:54:11,,,,https://www.dropbox.com/s/76zoxs7ld75gf44/2445_school_closed.pdf?dl=1,,,,,	http://popek12.org/home,
,JH_HIT_BfwkXA,JH_HIT,2446_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 05:55:41,,,,https://www.dropbox.com/s/8msbfq8u8gawakj/2446_school_closed.zip?dl=1,,,,,"	https://www.meridian101.com/article/210417?org=meridian-cusd-101
	https://www.centuryschool100.com/home",
,JH_HIT_PfHEys,JH_HIT,2446_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 05:55:41,,,,https://www.dropbox.com/s/8msbfq8u8gawakj/2446_school_closed.zip?dl=1,,,,,"	https://www.meridian101.com/article/210417?org=meridian-cusd-101
	https://www.centuryschool100.com/home",
,JH_HIT_MHBUZq,JH_HIT,2447_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:00:20,,,,https://www.dropbox.com/s/co41ab68lgt5yu1/2447_school_closed.pdf?dl=1,,,,,	https://www.meridian101.com/article/210417?org=meridian-cusd-101,
,JH_HIT_VPceOr,JH_HIT,2447_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:00:20,,,,https://www.dropbox.com/s/co41ab68lgt5yu1/2447_school_closed.pdf?dl=1,,,,,	https://www.meridian101.com/article/210417?org=meridian-cusd-101,
,JH_HIT_n-NgkV,JH_HIT,2448_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:19:28,,,,https://www.dropbox.com/s/xrwe2odfojz05wm/2448_school_closed.pdf?dl=1,,,,,	https://www.facebook.com/spartacommunityunitdistrict140/,
,JH_HIT_y6XU4I,JH_HIT,2448_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:19:28,,,,https://www.dropbox.com/s/xrwe2odfojz05wm/2448_school_closed.pdf?dl=1,,,,,	https://www.facebook.com/spartacommunityunitdistrict140/,
,JH_HIT_oCAfc3,JH_HIT,2449_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:21:45,,,,https://www.dropbox.com/s/ttzcf7hsq5g2m4j/2449_school_closed.pdf?dl=1,,,,,	https://www.molineschools.org/apps/pages/index.jsp?uREC_ID=1670627&type=d&pREC_ID=1850258,
,JH_HIT_vmyOFU,JH_HIT,2449_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:21:45,,,,https://www.dropbox.com/s/ttzcf7hsq5g2m4j/2449_school_closed.pdf?dl=1,,,,,	https://www.molineschools.org/apps/pages/index.jsp?uREC_ID=1670627&type=d&pREC_ID=1850258,
,JH_HIT_eNqgT3,JH_HIT,2450_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:23:38,,,,https://www.dropbox.com/s/yru3ib1w2kgn29z/2450_school_closed.zip?dl=1,,,,,"	https://www.estl189.com/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=19&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=669&PageID=1
	https://www.of90.net/",
,JH_HIT_DIf9Sc,JH_HIT,2450_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:23:38,,,,https://www.dropbox.com/s/yru3ib1w2kgn29z/2450_school_closed.zip?dl=1,,,,,"	https://www.estl189.com/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=19&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=669&PageID=1
	https://www.of90.net/",
,JH_HIT_JyR0FY,JH_HIT,2451_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:43:44,,,,https://www.dropbox.com/s/8aibjz498gyqaso/2451_school_closed.zip?dl=1,,,,,"	https://www.cmsfcats.org/article/209764?org=cmsf-cusd-2
	https://www.galatiak12.org/o/district/live_feed
	https://www.hbg.saline.k12.il.us/o/hbg3/live_feed",
,JH_HIT_lbFoFV,JH_HIT,2451_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:43:44,,,,https://www.dropbox.com/s/8aibjz498gyqaso/2451_school_closed.zip?dl=1,,,,,"	https://www.cmsfcats.org/article/209764?org=cmsf-cusd-2
	https://www.galatiak12.org/o/district/live_feed
	https://www.hbg.saline.k12.il.us/o/hbg3/live_feed",
,JH_HIT_UiMouJ,JH_HIT,2452_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:45:53,,,,https://www.dropbox.com/s/1c75c4ou2pufqpn/2452_school_closed.pdf?dl=1,,,,,	https://www.sps186.org/about/,
,JH_HIT_NFCSeS,JH_HIT,2452_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:45:53,,,,https://www.dropbox.com/s/1c75c4ou2pufqpn/2452_school_closed.pdf?dl=1,,,,,	https://www.sps186.org/about/,
,JH_HIT_mFBPj7,JH_HIT,2453_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:48:09,,,,https://www.dropbox.com/s/n5g3kefu4vzpfh7/2453_school_closed.pdf?dl=1,,,,,	https://www.sid5.com/,
,JH_HIT_rA4AfW,JH_HIT,2453_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:48:09,,,,https://www.dropbox.com/s/n5g3kefu4vzpfh7/2453_school_closed.pdf?dl=1,,,,,	https://www.sid5.com/,
,JH_HIT_NSCInO,JH_HIT,2454_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:50:27,,,,https://www.dropbox.com/s/q0doa3nl5y4m0r2/2454_school_closed.zip?dl=1,,,,,"	https://www.bluffs-school.com/vnews/display.v/ART/5e6d862d19114?in_archive=1
	https://www.winchesterschools.net/",
,JH_HIT_8y0z3v,JH_HIT,2454_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:50:27,,,,https://www.dropbox.com/s/q0doa3nl5y4m0r2/2454_school_closed.zip?dl=1,,,,,"	https://www.bluffs-school.com/vnews/display.v/ART/5e6d862d19114?in_archive=1
	https://www.winchesterschools.net/",
,JH_HIT_514hC1,JH_HIT,2455_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:53:15,,,,https://www.dropbox.com/s/q9ibue6qddq2qf8/2455_school_closed.zip?dl=1,,,,,"	https://www.camraiders.com/
	https://www.shelbyville.k12.il.us/article/209627?org=district",
,JH_HIT_hsLDl0,JH_HIT,2455_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:53:15,,,,https://www.dropbox.com/s/q9ibue6qddq2qf8/2455_school_closed.zip?dl=1,,,,,"	https://www.camraiders.com/
	https://www.shelbyville.k12.il.us/article/209627?org=district",
,JH_HIT_cjuJX-,JH_HIT,2456_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:55:27,,,,https://www.dropbox.com/s/jjq1rmw5oyzb3pc/2456_school_closed.pdf?dl=1,,,,,	https://stark100.com/#news,
,JH_HIT_BnSr9y,JH_HIT,2456_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:55:27,,,,https://www.dropbox.com/s/jjq1rmw5oyzb3pc/2456_school_closed.pdf?dl=1,,,,,	https://stark100.com/#news,
,JH_HIT_78DzBM,JH_HIT,2457_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 06:57:25,,,,https://www.dropbox.com/s/87e6aflzk0x495h/2457_school_closed.pdf?dl=1,,,,,	https://www.fsd145.org/domain/1189,
,JH_HIT_jI-AK6,JH_HIT,2457_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 06:57:25,,,,https://www.dropbox.com/s/87e6aflzk0x495h/2457_school_closed.pdf?dl=1,,,,,	https://www.fsd145.org/domain/1189,
,JH_HIT_Xppmqo,JH_HIT,2458_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:00:45,,,,https://www.dropbox.com/s/732ihmug2akqeoc/2458_school_closed.zip?dl=1,,,,,"	https://www.le-win.net/apps/news/show_news.jsp?REC_ID=620339&id=0
	https://www.orangevillecusd.com/article/209129?org=cusd-203",
,JH_HIT_ZLucq4,JH_HIT,2458_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:00:45,,,,https://www.dropbox.com/s/732ihmug2akqeoc/2458_school_closed.zip?dl=1,,,,,"	https://www.le-win.net/apps/news/show_news.jsp?REC_ID=620339&id=0
	https://www.orangevillecusd.com/article/209129?org=cusd-203",
,JH_HIT_re1i9M,JH_HIT,2459_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:07:34,,,,https://www.dropbox.com/s/rdai28rxmnpbd2z/2459_school_closed.zip?dl=1,,,,,"	https://www.pekin.net/
	https://www.morton709.org/",
,JH_HIT_jv-aza,JH_HIT,2459_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:07:34,,,,https://www.dropbox.com/s/rdai28rxmnpbd2z/2459_school_closed.zip?dl=1,,,,,"	https://www.pekin.net/
	https://www.morton709.org/",
,JH_HIT_wMSsUS,JH_HIT,2460_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:15:50,,,,https://www.dropbox.com/s/qj7zixs16mdnqut/2460_school_closed.zip?dl=1,,,,,"	http://www.danville118.org/
	https://www.hoopeston.k12.il.us/live_feed",
,JH_HIT_YebTej,JH_HIT,2460_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:15:50,,,,https://www.dropbox.com/s/qj7zixs16mdnqut/2460_school_closed.zip?dl=1,,,,,"	http://www.danville118.org/
	https://www.hoopeston.k12.il.us/live_feed",
,JH_HIT_E5uCPQ,JH_HIT,2463_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:27:22,,,,https://www.dropbox.com/s/dv7qfpqajyr94mp/2463_school_closed.pdf?dl=1,,,,,	https://www.mr238.org/news/what_s_new/c_o_v_i_d_-19,
,JH_HIT_yQT6cA,JH_HIT,2463_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:27:22,,,,https://www.dropbox.com/s/dv7qfpqajyr94mp/2463_school_closed.pdf?dl=1,,,,,	https://www.mr238.org/news/what_s_new/c_o_v_i_d_-19,
,JH_HIT_eM9q09,JH_HIT,2464_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:30:07,,,,https://www.dropbox.com/s/pzfs28zo9cpqzbg/2464_school_closed.zip?dl=1,,,,,"	https://www.fairfieldcolts.com/Page/9
	https://www.waynecity100.org/home",
,JH_HIT_fNus5k,JH_HIT,2464_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:30:07,,,,https://www.dropbox.com/s/pzfs28zo9cpqzbg/2464_school_closed.zip?dl=1,,,,,"	https://www.fairfieldcolts.com/Page/9
	https://www.waynecity100.org/home",
,JH_HIT_GsIrPJ,JH_HIT,2465_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:33:09,,,,https://www.dropbox.com/s/djzyqg4qdsj6lyg/2465_school_closed.zip?dl=1,,,,,"	https://www.carmischools.org/article/210676?org=cusd-5
	https://www.ncoecusd3.org/o/ncoe-cusd-3/live_feed",
,JH_HIT_5ZhA0W,JH_HIT,2465_sec_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-05 07:33:09,,,,https://www.dropbox.com/s/djzyqg4qdsj6lyg/2465_school_closed.zip?dl=1,,,,,"	https://www.carmischools.org/article/210676?org=cusd-5
	https://www.ncoecusd3.org/o/ncoe-cusd-3/live_feed",
,JH_HIT_WFzh8g,JH_HIT,2466_primary_school,,,AMRO,united states of america,USA,840,state,Illinois,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-05 07:38:32,,,,https://www.dropbox.com/s/5lud24zmq3oxn1j/2466_school_closed.zip?dl=1,,,,,"	https://www.ecusd.info/
	https://www.morrisonschools.org/o/cusd-6/live_feed",
