dataset,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,non_compliance,who_targeted
Vienna,Healthcare and public health capacity,Increase availability of PPE,PPE (not specified),8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase availability of PPE,PPE for care facilities for elderly,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Healthcare and public health capacity,Increase availability of PPE,PPE for healthcare professionals,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase availability of PPE,PPE for healthcare professionals in airports,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase availability of PPE,Prohibition of export of protective personal equipment,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Increase availability of PPE,Rationing PPE for population,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase availability of PPE,,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Ease transport of health workers,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Educate healthcare professionals,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,In the refugee camps,4.4.3,Social and physical distancing measures,Special populations,Protecting displaced populations,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Mobilize doctors,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Protect healthcare professionals,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Recommend medical staffs come back to their position,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Special measure for healthcare workers,4.4.1,Social and physical distancing measures,Special populations,Shielding vulnerable groups,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Train medical staff specially for covid-19,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Travel ban for healthcare professionals,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase healthcare workforce,Travelling ban for healthcare professionals,8.5,Other measures,,,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Ambulances,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Ban on exportation of medical equipment and drugs,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Devices for ventilators,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Domestic production of hydroxychloroquine,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Facilitate import,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Import,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,"Inventory, restock, and acquisition of medical devices, protective equipment, face masks, and biocides necessary for hospitals",8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Management of equipement,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,"Medical equipment, laboratory equipment",8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,"Respirators, phlegm suctioning devices",8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,themal scanners,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,Ventilators,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase in medical supplies and equipment,,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase isolation and quarantine facilities,Health follow-up center,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase isolation and quarantine facilities,Hotels transform in quarantine facilities,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase isolation and quarantine facilities,Quarantine facilities implemented for travellers coming from affected areas,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Healthcare and public health capacity,Increase isolation and quarantine facilities,Youth center,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase isolation and quarantine facilities,,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Beds,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Emergency hospitals,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Increase ICU capacity,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Increase medical consultation capacity,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Increase number of medical institutions,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Isolation wards,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Medicalise nursing home,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Postponement of medical appointments,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,Quarantine center,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Increase patient capacity,,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Mandatory use of masks in special cases,indoors,1.4,Individual measures,,Wearing a mask,,
Vienna,Healthcare and public health capacity,Mandatory use of masks in special cases,Public spaces,1.4,Individual measures,,Wearing a mask,,
Vienna,Healthcare and public health capacity,Measures for blood donation,Persons who travelled abroad are excluded from blood donation,8.5,Other measures,,,,
Vienna,Healthcare and public health capacity,Precautions for handling and disposal of dead bodies,Compulsory cremation,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Precautions for handling and disposal of dead bodies,Guidelines on dead body management,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Precautions for handling and disposal of dead bodies,,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Reduce the burden on health system,Health hotline,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health system,Promote self-initiated isolation of people with mild respiratory symptoms,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health system,Promote self-initiated quarantine for people with mild respiratory symptoms,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health system,Promote self-initiated quarantine for people with mild respiratory symptoms,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health system,Simplification of the health journey,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health system,Simplification of the health journey,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health system,Simplification of the health journey,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health systems,Health hotline,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Reduce the burden on health systems,Promote self-initiated isolation of people with mild respiratory symptoms,3.1.3,Surveillance and response measures,Detecting and isolating cases,Isolation,,
Vienna,Healthcare and public health capacity,Reduce the burden on health systems,Promote self-initiated quarantine for people with mild respiratory symptoms,3.1.3,Surveillance and response measures,Detecting and isolating cases,Isolation,,
Vienna,Healthcare and public health capacity,Reduce the burden on health systems,Restrict testing,8.5,Other measures,,,,
Vienna,Healthcare and public health capacity,Reduce the burden on health systems,Simplification of the health journey,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Repurpose hospitals,Hospitals prepared to treat,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Repurpose hospitals,Isolation and quarantine,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Repurpose hospitals,Requisition private hospitals,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Repurpose hospitals,Some hospitals dedicated to covid19 patients,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Repurpose hospitals,Special section for covid19 patients,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Research,Antibody research,7.1,Biological measures,,Using antibodies for prevention,,
Vienna,Healthcare and public health capacity,Research,Clinical trials on COVID-19,6,Drug-based measures,,,,
Vienna,Healthcare and public health capacity,Research,Health research,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Research,Vaccine and antiviral development,6,Drug-based measures,,,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Country-wide alert level system,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Highest level of alert,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Law,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Mobilize other forces,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Raise level of emergency plan,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Raise level of emergency plan,8.2,Other measures,,Scaling up,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Raise to alert level 3,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Raise to alert level 4,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Stage 2 of the plan for the prevention and management of the health crisis,8.1,Other measures,,Legal and policy regulations,,
Vienna,Healthcare and public health capacity,Scale up emergency response mechanisms,Stage 3 of the plan for the prevention and management of the health crisis,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Administrative procedures facilitated,For the population,8.2,Other measures,,Scaling up,,
Vienna,Resource allocation,Administrative procedures facilitated,,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Ban export of necessity goods,Food,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,Financial aid for health system,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,Financial allocation,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,Implement repurpose community services plans,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,Implement repurpose government plans,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,Research,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,Set up crisis units,8.2,Other measures,,Scaling up,,
Vienna,Resource allocation,Crisis management plans,Traffic enactments,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Crisis management plans,,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Emergency laws,Law to ease the passing of laws,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Enforce lockdown,Police and army control and sanctions,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Financial allocation,,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Fixing maximum price for necessity goods,Basic necessities and household gas,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Fixing maximum price for necessity goods,Food,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Fixing maximum price for necessity goods,,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Fixing maximum price for necessity goods,,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Fixing maximum price for necessity goods,,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Fixing price for specific protective products,Hand sanitizers,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Fixing price for specific protective products,Masks,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Fixing price for specific protective products,,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Mobilize army and police to support application of laws related to covid-19 control,For compliamce with curfew,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Mobilize army and police to support application of laws related to covid-19 control,,8.1,Other measures,,Legal and policy regulations,,
Vienna,Resource allocation,Provide international help,Donate face masks to other countries,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Provide international help,Donate PPE to North Macedonia,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Provide international help,Donating isolated viruses around the world for further research and PPE for Asian Countries,7,Biological measures,,,,
Vienna,Resource allocation,Provide international help,,8.5,Other measures,,,,
Vienna,Resource allocation,Rationing PPE for population,Masks,8.2,Other measures,,Scaling up,,
Vienna,Resource allocation,Receive international help,1.1. million dollars from the US embassy,8.2,Other measures,,Scaling up,,
Vienna,Resource allocation,Receive international help,5 million euros from the EU,8.2,Other measures,,Scaling up,,
Vienna,Resource allocation,Receive international help,EU,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Receive international help,Hydroxychloroquine,6.2,Drug-based measures,,Using medications for treatment,,
Vienna,Resource allocation,Receive international help,,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Setting price for specific protective products,all protective equipment,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,Setting price for specific protective products,"Masks, hand sanitizers",8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,The government provides food assistance,For vulnerable population,8.3,Other measures,,Financial packages,,
Vienna,Resource allocation,The government provides food assistance,,8.3,Other measures,,Financial packages,,
Vienna,Returning to normal life,Reactivate the economy,,8.2,Other measures,,Scaling up,,
Vienna,Returning to normal life,Regional traffic light,,9,Coding required,,,,
Vienna,Returning to normal life,Re-opening land border,1 crossing with Slovakia,5.9,International travel measures,,Closing international land borders,,
Vienna,Returning to normal life,Re-opening land border,3 crossings with Serbia,5.9,International travel measures,,Closing international land borders,,
Vienna,Returning to normal life,Re-opening land border,One crossing with Austria,5.9,International travel measures,,Closing international land borders,,
Vienna,Returning to normal life,Re-opening land border,with Austria,5.9,International travel measures,,Closing international land borders,,
Vienna,Returning to normal life,Re-opening land border,With Romania,5.9,International travel measures,,Closing international land borders,,
Vienna,Returning to normal life,Re-opening of shops,"Libraries, stationery stores and shops for babies and children",4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Returning to normal life,Re-opening of shops,smaller than 400 square metres + face masks mandatory,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Returning to normal life,Support for the return to normal life,Lift quarantine,3.1.3,Surveillance and response measures,Detecting and isolating cases,Isolation,,
Vienna,Returning to normal life,Support for the return to normal life,Lift truck stop,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Advised to watch out for symptoms in travelers from Wuhan,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Advisory on the use of Hydroxy-chloroquin as prophylaxis for SARS-CoV-2 infection,6.2,Drug-based measures,,Using medications for treatment,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Answer to questions,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Encourage healthcare workwers to avoid travel,8.4.2,Other measures,Communications and engagement,Other,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Guidelines,8.2,Other measures,,Scaling up,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Health agencies and emergency healthcare,8.2,Other measures,,Scaling up,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Mobilization of equipments,8.2,Other measures,,Scaling up,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Provide documentation,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Actively communicate with healthcare professionals,Role of Frontline Workers in Prevention and Management of CORONA VIRUS,8.2,Other measures,,Scaling up,,
Vienna,Risk communication,Actively communicate with healthcare professionals,"Sensitization of hospital, medico-social and liberal health professionals",8.2,Other measures,,Scaling up,,
Vienna,Risk communication,Actively communicate with healthcare professionals,,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Actively communicate with stakeholders,Answer to questions,8.4.2,Other measures,Communications and engagement,Other,,
Vienna,Risk communication,Actively communicate with stakeholders,Daily press conference,8.4.2,Other measures,Communications and engagement,Other,,
Vienna,Risk communication,Actively communicate with stakeholders,Encourage disinfection of the environment,2.1,Environmental measures,,Cleaning and disinfecting surfaces and objects,,
Vienna,Risk communication,Actively communicate with stakeholders,Encourage event cancellation,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Risk communication,Actively communicate with stakeholders,Encourage work safety protocols,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Risk communication,Actively communicate with stakeholders,Fact sheet,8.4.2,Other measures,Communications and engagement,Other,,
Vienna,Risk communication,Actively communicate with stakeholders,Flexibilization of working hours/school hours,4.1,Social and physical distancing measures,School measures ,,,
Vienna,Risk communication,Actively communicate with stakeholders,Guidelines,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Actively communicate with stakeholders,Local governments are asked to cooperate with the crisis unit,8.1,Other measures,,Legal and policy regulations,,
Vienna,Risk communication,Actively communicate with stakeholders,Military personal,8.1,Other measures,,Legal and policy regulations,,
Vienna,Risk communication,Actively communicate with stakeholders,More exposed professionals (not healthcare),4.4.1,Social and physical distancing measures,Special populations,Shielding vulnerable groups,,
Vienna,Risk communication,Actively communicate with stakeholders,Postpone mass gathering,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Risk communication,Actively communicate with stakeholders,Promote hygiene measures and social distancing,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Actively communicate with stakeholders,Promote social distancing measures,1.6,Individual measures,,Physical distancing,,
Vienna,Risk communication,Actively communicate with stakeholders,Provides recommendation for business continuity,8.1,Other measures,,Legal and policy regulations,,
Vienna,Risk communication,Actively communicate with stakeholders,Recommend closure of shops and gyms,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Risk communication,Actively communicate with stakeholders,Recommendations for schools,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Actively communicate with stakeholders,Risk assessment before an event,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Risk communication,Actively communicate with stakeholders,Risk assessment for mass gatherings advised by Robert Koch Institute,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Actively communicate with stakeholders,Strengthen border control,8.2,Other measures,,Scaling up,,
Vienna,Risk communication,Actively communicate with stakeholders,,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Call for return of nationals living abroad,Governmental support provided,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Call for return of nationals living abroad,Nationals in China,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Call for return of nationals living abroad,Quarantine for all incoming nationals,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Risk communication,Call for return of nationals living abroad,Students,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Call for return of nationals living abroad,Wuhan,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Call for return of nationals living abroad,,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Communicate with special populations,"Guidelines for three groups of traditional peoples and communities: quilombolas, gypsies and indigenous people",9,Coding required,,,,
Vienna,Risk communication,Educate and actively communicate with the public,A mobile application on Covid-19 called beSafeMoris,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Activate communication to the public,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Advice camping for not touching eyes/nose/mouth,1.2,Individual measures,,Limiting face touching,,
Vienna,Risk communication,Educate and actively communicate with the public,Advice for avoiding infection,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Advice for special populations,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Answer to question,8.4.2,Other measures,Communications and engagement,Other,,
Vienna,Risk communication,Educate and actively communicate with the public,Answer to questions,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Avoid indoor close-contact,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,"Churches should remove the holy water from the pillars, avoid the gesture of shaking hands, not kiss religious images",4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Risk communication,Educate and actively communicate with the public,Communication about domestic violence,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Communication via government official site,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Communication via social media,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,"Communication via TV, radio",8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Corona dashboard,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Coronavirus Information Bulletin,8.5,Other measures,,,,
Vienna,Risk communication,Educate and actively communicate with the public,Daily press conference,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Discourage gathering,1.6,Individual measures,,Physical distancing,,
Vienna,Risk communication,Educate and actively communicate with the public,Discourage non-essential travels,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage curfew,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage disinfection of the environment,2.1,Environmental measures,,Cleaning and disinfecting surfaces and objects,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage donation for covid19 crisis,8.2,Other measures,,Scaling up,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene,1.1,Individual measures,,Performing hand hygiene,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage medical consultation by phone,4.4.1,Social and physical distancing measures,Special populations,Shielding vulnerable groups,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage people to follow the experts recommendations,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage private sector organizations/employers to allow employees to work from home wherever feasible.,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage self-initiated quarantine,3.1.3,Surveillance and response measures,Detecting and isolating cases,Isolation,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage to not shake hands,1.6,Individual measures,,Physical distancing,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage vaccination against respiratory diseases other than covid19,6.2,Drug-based measures,,Using medications for treatment,,
Vienna,Risk communication,Educate and actively communicate with the public,Encourage workplace hygiene,2.1,Environmental measures,,Cleaning and disinfecting surfaces and objects,,
Vienna,Risk communication,Educate and actively communicate with the public,Enhance communication to the public,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Extention measures confinement,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,flyers,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Guidance for frontline service staff,8.4.2,Other measures,Communications and engagement,Other,,
Vienna,Risk communication,Educate and actively communicate with the public,Guidelines,8.4.2,Other measures,Communications and engagement,Other,,
Vienna,Risk communication,Educate and actively communicate with the public,Guidelines for self-quarantine,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Hand hygiene,1.1,Individual measures,,Performing hand hygiene,,
Vienna,Risk communication,Educate and actively communicate with the public,hashtag stay at home,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Health alert notice to international travellers,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Educate and actively communicate with the public,"Hydroxychloroquine now a schedule H1 drug, can be sold on prescription only",4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Risk communication,Educate and actively communicate with the public,Incoming travellers,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Educate and actively communicate with the public,Information at airports,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Measures for special populations,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Measures for special populations,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Measures for special populations,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,MOH webpage,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,President pressa conference,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Press conference - Extention measures confinement,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Promote hand hygiene,1.1,Individual measures,,Performing hand hygiene,,
Vienna,Risk communication,Educate and actively communicate with the public,Promote health check if respiratory symptoms,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,1.6,Individual measures,,Physical distancing,,
Vienna,Risk communication,Educate and actively communicate with the public,Promote the 1m distance,1.6,Individual measures,,Physical distancing,,
Vienna,Risk communication,Educate and actively communicate with the public,Promote the 2m distance,1.6,Individual measures,,Physical distancing,,
Vienna,Risk communication,Educate and actively communicate with the public,Reassure on food security,8.5,Other measures,,,,
Vienna,Risk communication,Educate and actively communicate with the public,Recommendation for cashless operations,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Recommendation for home office,8.1,Other measures,,Legal and policy regulations,,
Vienna,Risk communication,Educate and actively communicate with the public,Recommendation for staying at home,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Risk communication,Educate and actively communicate with the public,Recommendation to reduce contact to hospital patients,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,1.3,Individual measures,,Performing respiratory etiquette,,
Vienna,Risk communication,Educate and actively communicate with the public,Safety during sport practice,8.5,Other measures,,,,
Vienna,Risk communication,Educate and actively communicate with the public,Scale up communication to the public,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,Scale-up communication to the public,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,The Foreign Ministry raises the securtiy risk for China (level 2),8.1,Other measures,,Legal and policy regulations,,
